,Unnamed: 0,Unnamed: 0.1,id,conversation_id,created_at,date,timezone,place,text,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest,tweet,labels
3300,3300,3300,1.25991e+18,1.25991e+18,1589220000000.0,11-05-2020 23:59,530,,"#Covid19India #CoronaVirus 
Date - New Cases (Total Cases)

07 May - +3561 (52952)
08 May - +3390 (56342)
09 May - +3320 (59662)
10 May - +3277 (62939)
11 May - +4213 (67152)

Source: @MoHFW_INDIA","['#covid19india', '#coronavirus']",[],7.86804e+17,7.86804e+17,rohan_m01,Rohan Malhotra,1,23,https://twitter.com/rohan_m01/status/1259913640511246336,False,1,1,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '786803503016456197', 'username': 'rohan_m01'}, {'user_id': '2596143056', 'username': 'MoHFW_INDIA'}]",,,,,covidindia   coronaviru   date   new   case   total   case   may   may   may   may   may   sourc  ,-1
3349,3349,3349,1.25991e+18,1.25991e+18,1589220000000.0,11-05-2020 23:47,530,,Nagpur will need one such makeshift hospital soon!!#COVID19India #Covid_19india #COVID2019india https://twitter.com/IndiaToday/status/1259908669870731264Â â¦,"['#covid19india', '#covid_19india', '#covid2019india']",[],17737214.0,17737214.0,hopehospital,Dr B K Murali ð®ð³,1,23,https://twitter.com/hopehospital/status/1259910564115107840,False,0,0,0,https://twitter.com/IndiaToday/status/1259908669870731264,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '17737214', 'username': 'hopehospital'}]",,,,,nagpur   need   one   makeshift   hospit   soon   covidindia   covid   india   covidindia  ,-1
3728,3728,3728,1.25989e+18,1.25989e+18,1589220000000.0,11-05-2020 22:24,530,,Happy to hear that Tripura is Conducting more and more no of Tests. This is really going to Boost our fight against Corona. I hope Very soon Tripura will become a Covid Free State like before.  #TripuraCOVID19Count #COVID19India https://twitter.com/BjpBiplab/status/1259883583889649665Â â¦,"['#tripuracovid19count', '#covid19india']",[],236382036.0,236382036.0,snehshahi,Sneh Shahi,1,22,https://twitter.com/snehshahi/status/1259889545056829441,False,3,0,0,https://twitter.com/BjpBiplab/status/1259883583889649665,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '236382036', 'username': 'snehshahi'}]",,,,,happi   hear   tripura   conduct   test   realli   go   boost   fight   corona   hope   soon   tripura   becom   covid   free   state   like   tripuracovidcount   covidindia  ,-1
4217,4217,4217,1.26026e+18,1.26026e+18,1589300000000.0,12-05-2020 22:38,530,,"Infographic - Association of #Sleep and #Weightgain. IMPORTANT as SLLEP is highly disturbed during #COVIDã¼19 pandemic. 
â¡ï¸<6 hrs - 1.13 kg or 2.5 lbs
â¡ï¸6 hrs - 720 g or 1.6 lbs
â¡ï¸7+ hrs - No wt gain. @ClearvueHealth
 http://clearvuehealth.com/b/sleep-weightÂ â¦ #stress #COVID19India #nutrition pic.twitter.com/dhfBQXLx6s","['#sleep', '#weightgain', '#covidã¼19', '#stress', '#covid19india', '#nutrition']",[],4849323423.0,4849323423.0,DrSubhasree,Subhashree Ray,2,22,https://twitter.com/DrSubhasree/status/1260255434469863430,False,6,1,1,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '4849323423', 'username': 'DrSubhasree'}, {'user_id': '1010149390768640001', 'username': 'ClearvueHealth'}]",,,,,infograph   associ   sleep   weightgain   import   sllep   highli   disturb   covid   pandem   hr   kg   lb   hr   g   lb   hr   wt   gain   stress   covidindia   nutrit  ,0
4257,4257,4257,1.26025e+18,1.26025e+18,1589300000000.0,12-05-2020 22:30,530,Everest World,@ThaneCityPolice @TMCaTweetAway this is going on right next to a building that's sealed because of a positive case of #Covid_19 #COVID19India #Covid_19india pic.twitter.com/eZsjQlqQCm â at Everest World,"['#covid_19', '#covid19india', '#covid_19india']",[],2921436624.0,2921436624.0,arm_2311,Rohit Avachat,2,22,https://twitter.com/arm_2311/status/1260253645175750656,False,0,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '2921436624', 'username': 'arm_2311'}, {'user_id': '720135190916366336', 'username': 'ThaneCityPolice'}, {'user_id': '730504518', 'username': 'TMCaTweetAway'}]",,,,,go   right   next   build   seal   posit   case   covid   covidindia   covid   india   everest   world  ,-1
4406,4406,4406,1.26064e+18,1.26064e+18,1589390000000.0,13-05-2020 23:51,530,,"#Local Ko Vocal -- YES Quite interesting.  It's our new creativity, inspired from yesterday speech.

Fulll song  https://www.youtube.com/watch?v=zLwwoFQqFv0Â â¦
#localvocal #coronavirus #COVID19India #SelfReliantIndia #atmanirbhar #lockdown4 #coronasong #modispeech @PMOIndia @PM_Narendermodi pic.twitter.com/85yC8uw7pl","['#local', '#localvocal', '#coronavirus', '#covid19india', '#selfreliantindia', '#atmanirbhar', '#lockdown4', '#coronasong', '#modispeech']",[],9.16677e+17,9.16677e+17,GirishMFS,My Music For Soul: GiriSwar,3,23,https://twitter.com/GirishMFS/status/1260636173980119041,False,1,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '916676581833138176', 'username': 'GirishMFS'}, {'user_id': '471741741', 'username': 'PMOIndia'}, {'user_id': '1373909136', 'username': 'PM_Narendermodi'}]",,,,,local   ko   vocal   ye   quit   interest   new   creativ   inspir   yesterday   speech   full   song   localvoc   coronaviru   covidindia   selfreliantindia   atmanirbhar   lockdown   coronasong   modispeech  ,-1
4515,4515,4515,1.26063e+18,1.25984e+18,1589390000000.0,13-05-2020 23:21,530,,"Everyday we hoping for the positive response from BMC but I think BMC will work only after situation get worst and that time you can't stop spreading.
 @CMOMaharashtra  please help #Covid_19india #COVID19India #MumbaiFightsCovid19 @satejp @AmitV_Deshmukh @mybmcWardS @mybmc","['#covid_19india', '#covid19india', '#mumbaifightscovid19']",[],7.999e+17,7.999e+17,sonirohiit,Rohit Mahendra Soni,3,23,https://twitter.com/sonirohiit/status/1260628763290882048,False,2,0,1,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '799899990587949056', 'username': 'sonirohiit'}, {'user_id': '135238546', 'username': 'manoj_kotak'}, {'user_id': '207809313', 'username': 'BJP4India'}, {'user_id': '532895350', 'username': 'BJP4Maharashtra'}, {'user_id': '823130156457861120', 'username': 'BJPforMumbai'}, {'user_id': '486711396', 'username': 'BJPLive'}, {'user_id': '2990611686', 'username': 'JPNadda'}, {'user_id': '1447949844', 'username': 'AmitShah'}, {'user_id': '18839785', 'username': 'narendramodi'}, {'user_id': '471741741', 'username': 'PMOIndia'}, {'user_id': '31632905', 'username': 'mid_day'}, {'user_id': '30859231', 'username': 'TOIMumbai'}, {'user_id': '2597666894', 'username': 'CMOMaharashtra'}, {'user_id': '124216300', 'username': 'satejp'}, {'user_id': '2555024322', 'username': 'AmitV_Deshmukh'}, {'user_id': '1140646997776461826', 'username': 'mybmcWardS'}, {'user_id': '1200214398', 'username': 'mybmc'}]",,,,,everyday   hope   posit   respons   bmc   think   bmc   work   situat   get   worst   time   stop   spread   pleas   help   covid   india   covidindia   mumbaifightscovid  ,-1
4523,4523,4523,1.26063e+18,1.26063e+18,1589390000000.0,13-05-2020 23:19,530,,"#Covid19India #CoronaVirus 
Date - New Cases (Total Cases)

09 May - +3320 (59662)
10 May - +3277 (62939)
11 May - +4213 (67152)
12 May - +3604 (70756)
13 May - +3525 (74281)

Source: @MoHFW_INDIA","['#covid19india', '#coronavirus']",[],7.86804e+17,7.86804e+17,rohan_m01,Rohan Malhotra,3,23,https://twitter.com/rohan_m01/status/1260628138507112448,False,3,1,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '786803503016456197', 'username': 'rohan_m01'}, {'user_id': '2596143056', 'username': 'MoHFW_INDIA'}]",,,,,covidindia   coronaviru   date   new   case   total   case   may   may   may   may   may   sourc  ,-1
4526,4526,4526,1.26063e+18,1.26052e+18,1589390000000.0,13-05-2020 23:18,530,,"Everyday we hoping for the positive response from BMC but I think BMC will work only after situation get worst and that time you can't stop spreading.
 @CMOMaharashtra  please help #Covid_19india #COVID19India #MumbaiFightsCovid19 @satejp @AmitV_Deshmukh @mybmcWardS @mybmc","['#covid_19india', '#covid19india', '#mumbaifightscovid19']",[],7.999e+17,7.999e+17,sonirohiit,Rohit Mahendra Soni,3,23,https://twitter.com/sonirohiit/status/1260628033393823747,False,4,0,3,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '799899990587949056', 'username': 'sonirohiit'}, {'user_id': '1200214398', 'username': 'mybmc'}, {'user_id': '902506685327187968', 'username': 'AshwiniBhide'}, {'user_id': '471741741', 'username': 'PMOIndia'}, {'user_id': '2541363451', 'username': 'HMOIndia'}, {'user_id': '2596143056', 'username': 'MoHFW_INDIA'}, {'user_id': '2597666894', 'username': 'CMOMaharashtra'}, {'user_id': '825563486591795200', 'username': 'AnilDeshmukhNCP'}, {'user_id': '183145504', 'username': 'rajeshtope11'}, {'user_id': '1224582566960721920', 'username': 'mayor_mumbai'}, {'user_id': '1113334410882031616', 'username': 'mybmcHealthDept'}, {'user_id': '1047809832496115712', 'username': 'mybmcPHD'}, {'user_id': '309553876', 'username': 'PIBMumbai'}, {'user_id': '124216300', 'username': 'satejp'}, {'user_id': '2555024322', 'username': 'AmitV_Deshmukh'}, {'user_id': '1140646997776461826', 'username': 'mybmcWardS'}]",,,,,everyday   hope   posit   respons   bmc   think   bmc   work   situat   get   worst   time   stop   spread   pleas   help   covid   india   covidindia   mumbaifightscovid  ,-1
4540,4540,4540,1.26063e+18,1.26063e+18,1589390000000.0,13-05-2020 23:13,530,,"#PPE scarcity in civil hospital Ludhiana, Doctors will be the next #COVID19India spreaders @PunjabGovtIndia to ask @mahajan_vini to order 24 authoritative dealers @capt_amarinder to look into this matter before black ð³ hole @thetribunechd @JagwinderPatia2 @MSBADAL @bsmajithia","['#ppe', '#covid19india']",[],7.41954e+17,7.41954e+17,batra_dipesh,Dr Dipesh Batra Neurosurgeon,3,23,https://twitter.com/batra_dipesh/status/1260626778470539264,False,13,2,11,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '741954187102035969', 'username': 'batra_dipesh'}, {'user_id': '2998200620', 'username': 'PunjabGovtIndia'}, {'user_id': '1035479837866123265', 'username': 'mahajan_vini'}, {'user_id': '263090427', 'username': 'capt_amarinder'}, {'user_id': '3046490198', 'username': 'thetribunechd'}, {'user_id': '228496534', 'username': 'MSBADAL'}, {'user_id': '3314198468', 'username': 'bsmajithia'}]",,,,,ppe   scarciti   civil   hospit   ludhiana   doctor   next   covidindia   spreader   ask   order   authorit   dealer   look   matter   black   hole  ,1
4587,4587,4587,1.26062e+18,1.26062e+18,1589390000000.0,13-05-2020 22:59,530,Mumbai,"Speak Out ! Talk to your dear ones
Remember ""We are in this Together""

@UNV_India @UNVolunteers @UN
#V_Force
#mentalhealth #MentalHealthMatters #coronawarriors #COVID19 #COVID19India #Corona #CoronaUpdatesInIndia #lockdownindia #Indian #IndiaFightsCoronavirus #coronavirus  pic.twitter.com/zbLZlALFON â at Mumbai","['#v_force', '#mentalhealth', '#mentalhealthmatters', '#coronawarriors', '#covid19', '#covid19india', '#corona', '#coronaupdatesinindia', '#lockdownindia', '#indian', '#indiafightscoronavirus', '#coronavirus']",[],3143515093.0,3143515093.0,im_rahul_p,Rahul Pillai,3,22,https://twitter.com/im_rahul_p/status/1260623157532254208,False,1,1,1,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '3143515093', 'username': 'im_rahul_p'}, {'user_id': '2870118587', 'username': 'UNV_India'}, {'user_id': '276900575', 'username': 'UNVolunteers'}, {'user_id': '14159148', 'username': 'UN'}]",,,,,speak   talk   dear   one   rememb   togeth   v   forc   mentalhealth   mentalhealthmatt   coronawarrior   covid   covidindia   corona   coronaupdatesinindia   lockdownindia   indian   indiafightscoronaviru   coronaviru   mumbai  ,-1
4704,4704,4704,1.26061e+18,1.26061e+18,1589390000000.0,13-05-2020 22:26,530,,"New Artificial Intelligence Algorithm Accurately Predicts COVID-19 Without Testing

#AI #deeplearning #machinelearning #COVID19India
#SARSCoV2
#ArtificialIntelligence https://www.hospimedica.com/covid-19/articles/294782353/new-artificial-intelligence-algorithm-accurately-predicts-covid-19-without-testing.htmlÂ â¦","['#ai', '#deeplearning', '#machinelearning', '#covid19india', '#sarscov2', '#artificialintelligence']",[],79393214.0,79393214.0,bhagirathl,Bhagirath Kumar Lader,3,22,https://twitter.com/bhagirathl/status/1260614802293964801,False,0,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '79393214', 'username': 'bhagirathl'}]",,,,,new   artifici   intellig   algorithm   accur   predict   covid   without   test   ai   deeplearn   machinelearn   covidindia   sarscov   artificialintellig  ,-1
4778,4778,4778,1.26061e+18,1.26061e+18,1589390000000.0,13-05-2020 22:07,530,,"BENGAL COVID ALERT 13/5

New case 117
Total Active case 1381

Death 9
Total death 135
Comorbidity death 72

Sample tested 5010
Total sample 57,632
%samples testing.+ 3.9
#BengalFightsCorona #Covid_19india #COVID19India","['#bengalfightscorona', '#covid_19india', '#covid19india']",[],54894351.0,54894351.0,Monideepa62,Monideepa Banerjie,3,22,https://twitter.com/Monideepa62/status/1260610170146545666,False,12,2,2,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '54894351', 'username': 'Monideepa62'}]",,,,,bengal   covid   alert   new   case   total   activ   case   death   total   death   comorbid   death   sampl   test   total   sampl   sampl   test   bengalfightscorona   covid   india   covidindia  ,-1
5113,5113,5113,1.26099e+18,1.26099e+18,1589480000000.0,14-05-2020 23:11,530,,"@mygovindia @PMOIndia 
I am Submitted My COVID 19 Solution Challenge on The Mygov Web Page as per the Terms.But Still now we don't know the ideas are implemented or not useful. Is there any update of the challenge.Kindly Update us soon.
#COVID19SolutionChallenge #COVID19india","['#covid19solutionchallenge', '#covid19india']",[],1418190253.0,1418190253.0,ranagaja,Rana gaja,4,23,https://twitter.com/ranagaja/status/1260988674335838208,False,0,1,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '1418190253', 'username': 'ranagaja'}, {'user_id': '2686834802', 'username': 'mygovindia'}, {'user_id': '471741741', 'username': 'PMOIndia'}]",,,,,submit   covid   solut   challeng   mygov   web   page   per   term   still   know   idea   implement   use   updat   challeng   kindli   updat   u   soon   covidsolutionchalleng   covidindia  ,0
5176,5176,5176,1.26098e+18,1.26098e+18,1589480000000.0,14-05-2020 22:56,530,,"à¤à¤ à¤à¤° à¤à¥à¤¡à¤¼ à¤à¤¯à¤¾...!
International forensic science, Pune
IFS Forensic Quiz by WHO(world health organisation) 2020
@WHO
@mcu_bhopal @ifs #DissentisDemocracy #COVID19India #StayHome #COVID #Quiz #IndiaFightsCorona #pmoindia pic.twitter.com/t2L0l0lyBv","['#dissentisdemocracy', '#covid19india', '#stayhome', '#covid', '#quiz', '#indiafightscorona', '#pmoindia']",[],9.11997e+17,9.11997e+17,pure_abhi,à¤à¤­à¤¿à¤·à¥à¤ à¤¦à¥à¤µà¤¿à¤µà¥à¤¦à¥,4,22,https://twitter.com/pure_abhi/status/1260984901156974593,False,5,2,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '911997448175755264', 'username': 'pure_abhi'}, {'user_id': '14499829', 'username': 'WHO'}, {'user_id': '991559040382709760', 'username': 'mcu_bhopal'}, {'user_id': '118482567', 'username': 'ifs'}]",,,,,intern   forens   scienc   pune   if   forens   quiz   world   health   organis   dissentisdemocraci   covidindia   stayhom   covid   quiz   indiafightscorona   pmoindia  ,-1
5301,5301,5301,1.26098e+18,1.26098e+18,1589480000000.0,14-05-2020 22:29,530,,"Numbers says a lot. #Lockdown4 is obvious, let's hope this is the last lockdown. 
#COVID19India
#CoronaUpdatesInIndia  https://twitter.com/DearDhruv/status/1260469184464592896Â â¦ pic.twitter.com/ph13wCQPEN","['#lockdown4', '#covid19india', '#coronaupdatesinindia']",[],116448602.0,116448602.0,DearDhruv,Dhruv Patel,4,22,https://twitter.com/DearDhruv/status/1260978113787371520,False,0,2,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '116448602', 'username': 'DearDhruv'}]",,,,,number   say   lot   lockdown   obviou   let   hope   last   lockdown   covidindia   coronaupdatesinindia  ,-1
