,Unnamed: 0,Unnamed: 0.1,id,conversation_id,created_at,date,timezone,place,tweet,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest,text,labels
1760,1760,1760,1247949779398623232,1247949779398623232,1586369387000,2020-04-08 23:39:47,530,,"#StayHome #IndiaFightCorona
#NewsAlert #Covid19India Updates 08.04.20

Positive cases 5916
Active 5230
Recovered 507
Deaths 179

#CoronaVirusIndiaOutbreak #LockdownIndia #IndiaFightsCOVID19 #covidindia #IndiaLockdown #coronavirus #21dayLockdown #Covid19 #India

- @theofficexperts pic.twitter.com/l0Tb6B9Kon","['#stayhome', '#indiafightcorona', '#newsalert', '#covid19india', '#coronavirusindiaoutbreak', '#lockdownindia', '#indiafightscovid19', '#covidindia', '#indialockdown', '#coronavirus', '#21daylockdown', '#covid19', '#india']",[],252188000,252188000,theofficexperts,The Office XpertsÂ® | #StayHomeStaySafe,3,23,https://twitter.com/theofficexperts/status/1247949779398623232,False,0,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '252188000', 'username': 'theofficexperts'}]",,,,,,-1
1847,1847,1847,1248315808033329152,1248315808033329152,1586456655000,2020-04-09 23:54:15,530,,"#JantaCurfewMarch22 
# Lockdown 21
#Day16
#Covid19India
#StayHomeStaySafe
#CoronaUpdatesInIndia
#FitIndia @PMOIndia
@FitBharat @sonali_mehta25 @FitBhandup @FitNahur pic.twitter.com/IqDoSmVZPf","['#jantacurfewmarch22', '#day16', '#covid19india', '#stayhomestaysafe', '#coronaupdatesinindia', '#fitindia']",[],1019626526596390925,1019626526596390925,BhavnaSheth5,Bhavna Sheth,4,23,https://twitter.com/BhavnaSheth5/status/1248315808033329152,False,0,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '1019626526596390925', 'username': 'BhavnaSheth5'}, {'user_id': '471741741', 'username': 'PMOIndia'}, {'user_id': '1169506909684039680', 'username': 'FitBharat'}, {'user_id': '797346458634698752', 'username': 'sonali_mehta25'}]",,,,,,-1
1889,1889,1889,1248314005547921409,1248314005547921409,1586456226000,2020-04-09 23:47:06,530,,"Highest single day jump in the number of cases and deaths. If the same trend continues for a couple of days more, then India is left with no other option but to extend the national lockdown by 15-20 days. 

#COVID19india #coronavirusindia #StayHomeStaySafe pic.twitter.com/cd0e8QlsIs","['#covid19india', '#coronavirusindia', '#stayhomestaysafe']",[],440493890,440493890,docrohan,Rohan Khandelwal,4,23,https://twitter.com/docrohan/status/1248314005547921409,False,39,3,5,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '440493890', 'username': 'docrohan'}]",,,,,,-1
2276,2276,2276,1248672263378841600,1248672263378841600,1586541641000,2020-04-10 23:30:41,530,,"Today, on my birthday, I promise that after the end of this lockdown, I will take responsibility for the education of at least 2-3 children.

Educate a child and heâl / sheâl educate the world

#Covid19India #Lockdown","['#covid19india', '#lockdown']",[],1144712011,1144712011,PencyS,Kushagra Saxena,5,23,https://twitter.com/PencyS/status/1248672263378841600,False,12,3,6,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '1144712011', 'username': 'PencyS'}]",,,,,,-1
2300,2300,2300,1248671659868864514,1248671659868864514,1586541497000,2020-04-10 23:28:17,530,,"This #Corona situation has further proved the importance of DATA. Contact tracing, containment zones, quarantine, virus pattern, everything is possible just because of DATA. #Covid19India","['#corona', '#covid19india']",[],12260672,12260672,parteekjain,pARTEEK jAIN,5,23,https://twitter.com/parteekjain/status/1248671659868864514,False,2,1,2,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '12260672', 'username': 'parteekjain'}]",,,,,,-1
2336,2336,2336,1249041702880329728,1249041702880329728,1586629722000,2020-04-11 23:58:42,530,,"Boys will be boys. My son @ReyanshAneja washing his #audi in #quarantine ðð
@Audi @AudiIN #Covid19India #LockdownExtended #21daysLockdown #QuarantineLife pic.twitter.com/e3m2UyyRyd","['#audi', '#quarantine', '#covid19india', '#lockdownextended', '#21dayslockdown', '#quarantinelife']",[],126208145,126208145,nikhilaneja,Nikhil Aneja,6,23,https://twitter.com/nikhilaneja/status/1249041702880329728,False,1,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '126208145', 'username': 'nikhilaneja'}, {'user_id': '1040052237781745664', 'username': 'ReyanshAneja'}, {'user_id': '27650674', 'username': 'Audi'}, {'user_id': '218763149', 'username': 'AudiIN'}]",,,,,,0
2742,2742,2742,1249396550196801536,1249396550196801536,1586714324000,2020-04-12 23:28:44,530,,One more Jawan of @DelhiPolice has been tested #COVID positive. He was posted outside AIIMS trauma center and was sent to quarsntine. His reports have come +Ve. @TimesNow #delhilockdown #Delhi #Covid19India #StayHome,"['#covid', '#delhilockdown', '#delhi', '#covid19india', '#stayhome']",[],90101748,90101748,siddhantvm,Siddhant Mishra,7,23,https://twitter.com/siddhantvm/status/1249396550196801536,False,14,1,3,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '90101748', 'username': 'siddhantvm'}, {'user_id': '1850705408', 'username': 'DelhiPolice'}, {'user_id': '240649814', 'username': 'TimesNow'}]",,,,,,-1
3072,3072,3072,1249759915901628417,1249759915901628417,1586800958000,2020-04-13 23:32:38,530,,"Comic Strip 
Day 20
Quarantine
#21dayslockdown
#21dayslockdownindia 
Kolkata, 2020
. . . .
. . . 
#covid_19 #covid19india #covid19kolkata #corona #covidart #covidartexhibit #coronaindia #artquarantinedâ¦  https://www.instagram.com/p/B-7i3uDDg_l/?igshid=1v2w1bllo8oyvÂ â¦","['#21dayslockdown', '#21dayslockdownindia', '#covid_19', '#covid19india', '#covid19kolkata', '#corona', '#covidart', '#covidartexhibit', '#coronaindia', '#artquarantined']",[],2351739758,2351739758,kls_rt,Ritam Talukdar,1,23,https://twitter.com/kls_rt/status/1249759915901628417,False,0,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '2351739758', 'username': 'kls_rt'}]",,,,,,-1
3099,3099,3099,1249758774010810372,1249758774010810372,1586800685000,2020-04-13 23:28:05,530,,#Meghalaya gets its first positive case COVID-19 as it is in the list of #Covid19India,"['#meghalaya', '#covid19india']",[],206238166,206238166,kabyajyoti,Kabyajyoti Das,1,23,https://twitter.com/kabyajyoti/status/1249758774010810372,False,1,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '206238166', 'username': 'kabyajyoti'}]",,,,,,-1
3217,3217,3217,1249754911178240000,1249754911178240000,1586799764000,2020-04-13 23:12:44,530,,"Dear @PMOIndia @CMOTamilNadu @Vijayabaskarofl #TN_Together_Against_Corona
Sir - Why we are not encouraging this kind of medical research for #Covid19India Vaccine ? My humble request as Indian Citizen to give an opportunity for this madam ! Thank you ! pic.twitter.com/BQfvLvZjY7","['#tn_together_against_corona', '#covid19india']",[],565346719,565346719,arul_rs,Arul RS,1,23,https://twitter.com/arul_rs/status/1249754911178240000,False,3,0,1,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '565346719', 'username': 'arul_rs'}, {'user_id': '471741741', 'username': 'PMOIndia'}, {'user_id': '844890761409777664', 'username': 'CMOTamilNadu'}, {'user_id': '1019887446417215489', 'username': 'Vijayabaskarofl'}]",,,,,,1
3480,3480,3480,1250118172037894149,1250118172037894149,1586886372000,2020-04-14 23:16:12,530,,"I cnt understand if ppl gather at some plce to travel back to there home town why blame state govt & CM Uddhav Thackeray. Rather support him, suggest him, support nation to win over such dangerous pandemic. Keep away dirty politics and blame game. #CoronaStopKaroNa #Covid19India","['#coronastopkarona', '#covid19india']",[],1239191366128652289,1239191366128652289,AmoghBhalekar,Amogh Bhalekar,2,23,https://twitter.com/AmoghBhalekar/status/1250118172037894149,False,0,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '1239191366128652289', 'username': 'AmoghBhalekar'}]",,,,,,1
3624,3624,3624,1250485341963776000,1250485341963776000,1586973913000,2020-04-15 23:35:13,530,,I think Indore is going to be the epicentre for coronavirus this in India. Failure of government. No cabinet. More than 70 health workers tested positive. #coronavirusindia #coronavirus #Covid19India #COVID2019 @News18MP,"['#coronavirusindia', '#coronavirus', '#covid19india', '#covid2019']",[],239457622,239457622,raj_5001,Rajeev Menon,3,23,https://twitter.com/raj_5001/status/1250485341963776000,False,1,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '239457622', 'username': 'raj_5001'}, {'user_id': '1899744392', 'username': 'News18MP'}]",,,,,,-1
3898,3898,3898,1250850043617087489,1250850043617087489,1587060864000,2020-04-16 23:44:24,530,,Lockdown khatam hone ke baad naya trend chalega.. Missing those Quarantine Days... #lockdown #Trend #Missing #QuarantineLife #Covid19India #COVID19 #Corona #StayHomeStaySafe,"['#lockdown', '#trend', '#missing', '#quarantinelife', '#covid19india', '#covid19', '#corona', '#stayhomestaysafe']",[],49919392,49919392,pcdaga,ï£¿ Pradeep Daga,4,23,https://twitter.com/pcdaga/status/1250850043617087489,False,0,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '49919392', 'username': 'pcdaga'}]",,,,,,-1
3946,3946,3946,1250847925560725505,1250847925560725505,1587060359000,2020-04-16 23:35:59,530,,"So all the non vegetarians don't have to get robbed. Chicken - 180, Mutton - 700 max.  #COVIDIOTS #Covid19India #Corona #Bengaluru #BengaluruLockdown https://twitter.com/BBMPCOMM/status/1250816349317677058Â â¦","['#covidiots', '#covid19india', '#corona', '#bengaluru', '#bengalurulockdown']",[],93416998,93416998,VINODSONY,Vinod Jacob,4,23,https://twitter.com/VINODSONY/status/1250847925560725505,False,0,0,0,https://twitter.com/BBMPCOMM/status/1250816349317677058,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '93416998', 'username': 'VINODSONY'}]",,,,,,0
4181,4181,4181,1250838788495962113,1250838788495962113,1587058181000,2020-04-16 22:59:41,530,,Everyday is different when we see corona cases in India.Highly unpredictable.Not sure if cases are less on a particular day and next day weâll see further reduction.Cases can go up even after reduction.#COVID19india,['#covid19india'],[],57928479,57928479,himanshudr,HS ð®ð³,4,22,https://twitter.com/himanshudr/status/1250838788495962113,False,0,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '57928479', 'username': 'himanshudr'}]",,,,,,-1
4531,4531,4531,1251203213900107778,1251203213900107778,1587145067000,2020-04-17 23:07:47,530,,"#Ludhiana 
Now, assistant sub inspector who is  direct contact of already positive SHO Basti Jodhewal, tests positive for COVID-19. He is the 5th positive case today. Total district figure at 17. 
#Covid19India
@thetribunechd","['#ludhiana', '#covid19india']",[],2290834746,2290834746,ManavMander,Manav Mander,5,23,https://twitter.com/ManavMander/status/1251203213900107778,False,3,0,1,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '2290834746', 'username': 'ManavMander'}, {'user_id': '3046490198', 'username': 'thetribunechd'}]",,,,,,-1
17,17,17,1244330678549753856,1244330678549753856,1585506526000,2020-03-29 23:58:46,530,,So important in this unusual time of a pandemic is to talk about #mentalhealth .... isolation is a big trigger .... and the feeling g of helplessness is spreading like wildfire .... social isolation does not and should not translate to emotional isolation. https://twitter.com/ndtv/status/1244275585561399296Â â¦,['#mentalhealth'],[],33126290,33126290,preetichandra,preeti chandra,7,23,https://twitter.com/preetichandra/status/1244330678549753856,False,1,0,0,https://twitter.com/ndtv/status/1244275585561399296,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '33126290', 'username': 'preetichandra'}]",,,,,,1
816,816,816,1246504529404792838,1246504529404792838,1586024813000,2020-04-04 23:56:53,530,,"1/2 It's important for #mentalhealth to #SwitchOff from #Corona from time to time. @BerlinPhil is a great way. #berlinphilfree â¤
@dctabudhabi @AbuDhabiClassic https://twitter.com/BerlinPhil/status/1246393216599052288Â â¦","['#mentalhealth', '#switchoff', '#corona', '#berlinphilfree']",[],3123619485,3123619485,Diplo_Peter,Peter Fischer,6,23,https://twitter.com/Diplo_Peter/status/1246504529404792838,False,2,0,2,https://twitter.com/BerlinPhil/status/1246393216599052288,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '3123619485', 'username': 'Diplo_Peter'}, {'user_id': '43298395', 'username': 'BerlinPhil'}, {'user_id': '3316696249', 'username': 'dctabudhabi'}, {'user_id': '108703254', 'username': 'AbuDhabiClassic'}]",,,,,,0
3699,3699,3699,1250482131265916929,1250482131265916929,1586973147000,2020-04-15 23:22:27,530,,"#COVID19 pandemic rapidly sweeps the world, the #Mentalhealth of individuals is affected significantly. 
#IITKharagpur taking an initiative and supporting the cause of mental wellbeing of students and faculties, and inviting Dr. RK Sharma and his team for presenting a webinar. pic.twitter.com/HtgSb5WwrM","['#covid19', '#mentalhealth', '#iitkharagpur']",[],1176427003060187136,1176427003060187136,TrivantaH,Trivanta Hospital,3,23,https://twitter.com/TrivantaH/status/1250482131265916929,False,1,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '1176427003060187136', 'username': 'TrivantaH'}]",,,,,,-1
2620,2620,2620,1249401930691956737,1249401930691956737,1586715607000,2020-04-12 23:50:07,530,,"@narendramodi A Request please,
Can you please ask Indians to do Bhangra for 13 minutes on 13th April?
Vaisakhi di Vaisakhi hojau & âNext Taskâ  da Task vi...!!!#stressrelief
#covidindia #21daysLockdown #PMOfIndia #indialockdown #extension of lockdown #Baisakhi","['#stressrelief', '#covidindia', '#21dayslockdown', '#pmofindia', '#indialockdown', '#extension', '#baisakhi']",[],146391595,146391595,monuchadha,Sardaar Monu Chadha,7,23,https://twitter.com/monuchadha/status/1249401930691956737,False,1,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '146391595', 'username': 'monuchadha'}, {'user_id': '18839785', 'username': 'narendramodi'}]",,,,,,-1
1171,1171,1171,1247227337835307009,1247227337835307009,1586197144000,2020-04-06 23:49:04,530,,For all those who are suffering/ suffered from #depression and #anxiety. Stay calm and stay strong. #lockdowneffect #lockdown  https://twitter.com/WHO/status/1241053667354124291Â â¦,"['#depression', '#anxiety', '#lockdowneffect', '#lockdown']",[],82087288,82087288,writerpriyanka,ð¸Priyanka Deshpandeð¸,1,23,https://twitter.com/writerpriyanka/status/1247227337835307009,False,2,0,0,https://twitter.com/WHO/status/1241053667354124291,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '82087288', 'username': 'writerpriyanka'}]",,,,,,1
1171,1171,1171,1247227337835307009,1247227337835307009,1586197144000,2020-04-06 23:49:04,530,,For all those who are suffering/ suffered from #depression and #anxiety. Stay calm and stay strong. #lockdowneffect #lockdown  https://twitter.com/WHO/status/1241053667354124291Â â¦,"['#depression', '#anxiety', '#lockdowneffect', '#lockdown']",[],82087288,82087288,writerpriyanka,ð¸Priyanka Deshpandeð¸,1,23,https://twitter.com/writerpriyanka/status/1247227337835307009,False,2,0,0,https://twitter.com/WHO/status/1241053667354124291,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '82087288', 'username': 'writerpriyanka'}]",,,,,,1
880,880,880,1246502068614868992,1246502068614868992,1586024226000,2020-04-04 23:47:06,530,,The more religiously you adhere the #lockdown and #stayhome more early the wine shops will open .. if you don't adhere it will get delayed .. choice is yours ðð @chintskap ji pls appeal  #COVID19outbreak #CoronaUpdatesInIndia #StayHomeStaySafe #StayHome #GharBaitheBaithe,"['#lockdown', '#stayhome', '#covid19outbreak', '#coronaupdatesinindia', '#stayhomestaysafe', '#stayhome', '#gharbaithebaithe']",[],276905674,276905674,kaushikitsme,K@USHIK,6,23,https://twitter.com/kaushikitsme/status/1246502068614868992,False,0,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '276905674', 'username': 'kaushikitsme'}, {'user_id': '105710210', 'username': 'chintskap'}]",,,,,,-1
1048,1048,1048,1246496014594269184,1246496014594269184,1586022783000,2020-04-04 23:23:03,530,,"COVID-19 Update: Availability of PPE kits, N95 masks and ventilators
#coronavirus #CoronaUpdatesInIndia
 https://pib.gov.in/PressReleaseIframePage.aspx?PRID=1609263#.XojJT4Zmzy4.twitterÂ â¦","['#coronavirus', '#coronaupdatesinindia']",[],241400675,241400675,ABHI13AUG,Abhinav Gupta,6,23,https://twitter.com/ABHI13AUG/status/1246496014594269184,False,0,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '241400675', 'username': 'ABHI13AUG'}]",,,,,,1
