,Unnamed: 0,excel,id,conversation_id,created_at,date,timezone,place,text,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest,tweet,labels
1839,1839,1839,1.25e+18,1.25e+18,1587580000000.0,22-04-2020 23:18,530,,"#commercialrealestate #realestate | #Contact @theofficexperts +91-9115151919

Office #Space 1550 to 105000 Sqfts
#Flexible #Workplace | #Work #Business #growth #entrepreneur
#ecommerce #Pharmaceutical etc.. #WorkFromHome
#Indian #property
#IndiaFightCorona #lockdown #FactsMatter pic.twitter.com/PICigLBC2j","['#commercialrealestate', '#realestate', '#contact', '#space', '#flexible', '#workplace', '#work', '#business', '#growth', '#entrepreneur', '#ecommerce', '#pharmaceutical', '#workfromhome', '#indian', '#property', '#indiafightcorona', '#lockdown', '#factsmatter']",[],252188000.0,252188000.0,theofficexperts,The Office XpertsÂ® | #StayHomeStaySafe,3,23,https://twitter.com/theofficexperts/status/1253017835963482115,False,1,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '252188000', 'username': 'theofficexperts'}]",,,,,commercialrealest   realest   contact   offic   space   sqft   flexibl   workplac   work   busi   growth   entrepreneur   ecommerc   pharmaceut   etc   workfromhom   indian   properti   indiafightcorona   lockdown   factsmatt  ,1
1855,1855,1855,1.25e+18,1.25e+18,1587580000000.0,22-04-2020 23:15,530,,#pathetic #hypocrisy #media end of the day #business houses simply wants to earn money. No respect for #lif #Covid19India #COVID  https://twitter.com/thewire_in/status/1252477832124461056Â â¦,"['#pathetic', '#hypocrisy', '#media', '#business', '#lif', '#covid19india', '#covid']",[],1e+18,1e+18,billa_bong110,Protim,3,23,https://twitter.com/billa_bong110/status/1253016990886682624,False,0,0,0,https://twitter.com/thewire_in/status/1252477832124461056,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '1000034338795282432', 'username': 'billa_bong110'}]",,,,,pathet   hypocrisi   medium   end   day   busi   hous   simpli   want   earn   money   respect   lif   covidindia   covid  ,0
2434,2434,2434,1.25e+18,1.25e+18,1587750000000.0,24-04-2020 23:47,530,,"The business playbook has been changing every 10 years. 90s with the advent of internet, 2000 due to the dot com bust, 2010 due to the recession and 2020 due to the pandemic! What will 2030 bring? Advanced artificial intelligence? #startup #business #entrepreneur #Covid_19","['#startup', '#business', '#entrepreneur', '#covid_19']",[],2441369149.0,2441369149.0,Samarthsetia,Samarth Setia,5,23,https://twitter.com/Samarthsetia/status/1253749988552658945,False,0,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '2441369149', 'username': 'Samarthsetia'}]",,,,,busi   playbook   chang   everi   year   advent   internet   due   dot   com   bust   due   recess   due   pandem   bring   advanc   artifici   intellig   startup   busi   entrepreneur   covid  ,-1
2444,2444,2444,1.25e+18,1.25e+18,1587750000000.0,24-04-2020 23:45,530,,Managing a post-covid world would require business leaders to toggle between being entrepreneurial and disciplined ..There are no readymade play books  ... | #Leadership #Business #Covid_19 #coronavirus #CEO #Management |,"['#leadership', '#business', '#covid_19', '#coronavirus', '#ceo', '#management']",[],28958716.0,28958716.0,DebashisSarkar,Debashis Sarkar,5,23,https://twitter.com/DebashisSarkar/status/1253749411697614848,False,1,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '28958716', 'username': 'DebashisSarkar'}]",,,,,manag   post   covid   world   would   requir   busi   leader   toggl   entrepreneuri   disciplin   readymad   play   book   leadership   busi   covid   coronaviru   ceo   manag  ,-1
193,193,193,1.25e+18,1.25e+18,1587230000000.0,18-04-2020 23:25,530,,"In a post-covid world, Oyo runs out of room  https://www.livemint.com/news/india/in-a-post-covid-world-oyo-runs-out-of-room-11586968158820.htmlÂ â¦ tough times ahead for @oyorooms #realitycheck #startupnews #India #covid","['#realitycheck', '#startupnews', '#india', '#covid']",[],38798839.0,38798839.0,yatinthakur,Yatin K Thakur,6,23,https://twitter.com/yatinthakur/status/1251570161988956167,False,2,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '38798839', 'username': 'yatinthakur'}, {'user_id': '1664721896', 'username': 'oyorooms'}]",,,,,post   covid   world   oyo   run   room   tough   time   ahead   realitycheck   startupnew   india   covid  ,-1
2434,2434,2434,1.25e+18,1.25e+18,1587750000000.0,24-04-2020 23:47,530,,"The business playbook has been changing every 10 years. 90s with the advent of internet, 2000 due to the dot com bust, 2010 due to the recession and 2020 due to the pandemic! What will 2030 bring? Advanced artificial intelligence? #startup #business #entrepreneur #Covid_19","['#startup', '#business', '#entrepreneur', '#covid_19']",[],2441369149.0,2441369149.0,Samarthsetia,Samarth Setia,5,23,https://twitter.com/Samarthsetia/status/1253749988552658945,False,0,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '2441369149', 'username': 'Samarthsetia'}]",,,,,busi   playbook   chang   everi   year   advent   internet   due   dot   com   bust   due   recess   due   pandem   bring   advanc   artifici   intellig   startup   busi   entrepreneur   covid  ,-1
4842,4842,4842,1.26e+18,1.26e+18,1588270000000.0,30-04-2020 23:37,530,,"Even though many #startups are in crisis due to #lockdown, this is the best time to step down and work on building a sustainable model and come back with a boom like nothing happened! #Founders stay #motivated ðð
#covid19 #team #Entrepreneur #entrepreneurship","['#startups', '#lockdown', '#founders', '#motivated', '#covid19', '#team', '#entrepreneur', '#entrepreneurship']",[],320647413.0,320647413.0,priyankamadnani,Priyanka Madnani,4,23,https://twitter.com/priyankamadnani/status/1255921622533443584,False,1,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '320647413', 'username': 'priyankamadnani'}, {'user_id': '4667591756', 'username': 'startupindia'}]",,,,,even   though   mani   startup   crisi   due   lockdown   best   time   step   work   build   sustain   model   come   back   boom   like   noth   happen   founder   stay   motiv   covid   team   entrepreneur   entrepreneurship  ,1
630,630,630,1.25e+18,1.25e+18,1587320000000.0,19-04-2020 23:19,530,,"This is #CommunalVirus 

This is Instigating

Journos Give Communal Twist, Hatred #FakeNews on Daily basis,

This is HateBomb,
Worst than #covid,

Punish #FakeNews #Media_Virus
@AnilDeshmukhNCP @CMOMaharashtra @AslamShaikh_MLA @Awhadspeaks @NitinRaut_INC https://twitter.com/DChaurasia2312/status/1251903090480918529Â â¦","['#communalvirus', '#fakenews', '#covid', '#fakenews', '#media_virus']",[],74984870.0,74984870.0,JaiHIndtweets,"Gulam Rasool Galwan, Ladakh",7,23,https://twitter.com/JaiHIndtweets/status/1251930950415650816,False,0,0,0,https://twitter.com/DChaurasia2312/status/1251903090480918529,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '74984870', 'username': 'JaiHIndtweets'}, {'user_id': '825563486591795200', 'username': 'AnilDeshmukhNCP'}, {'user_id': '2597666894', 'username': 'CMOMaharashtra'}, {'user_id': '3080149050', 'username': 'AslamShaikh_MLA'}, {'user_id': '802056194', 'username': 'Awhadspeaks'}, {'user_id': '1959047834', 'username': 'NitinRaut_INC'}]",,,,,communalviru   instig   journo   give   commun   twist   hatr   fakenew   daili   basi   hatebomb   worst   covid   punish   fakenew   medium   viru  ,-1
1855,1855,1855,1.25e+18,1.25e+18,1587580000000.0,22-04-2020 23:15,530,,#pathetic #hypocrisy #media end of the day #business houses simply wants to earn money. No respect for #lif #Covid19India #COVID  https://twitter.com/thewire_in/status/1252477832124461056Â â¦,"['#pathetic', '#hypocrisy', '#media', '#business', '#lif', '#covid19india', '#covid']",[],1e+18,1e+18,billa_bong110,Protim,3,23,https://twitter.com/billa_bong110/status/1253016990886682624,False,0,0,0,https://twitter.com/thewire_in/status/1252477832124461056,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '1000034338795282432', 'username': 'billa_bong110'}]",,,,,pathet   hypocrisi   medium   end   day   busi   hous   simpli   want   earn   money   respect   lif   covidindia   covid  ,0
2007,2007,2007,1.25e+18,1.25e+18,1587670000000.0,23-04-2020 23:59,530,,"Corona Updates.
#corona #coronavirus #sadahaqnews #sadahaq #saaddahaq #saaddahaqnews #media pic.twitter.com/fAD2AMsWup","['#corona', '#coronavirus', '#sadahaqnews', '#sadahaq', '#saaddahaq', '#saaddahaqnews', '#media']",[],2729000684.0,2729000684.0,sadahaqnews,SAADDA HAQ,4,23,https://twitter.com/sadahaqnews/status/1253390596691001344,False,4,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '2729000684', 'username': 'sadahaqnews'}]",,,,,corona   updat   corona   coronaviru   sadahaqnew   sadahaq   saaddahaq   saaddahaqnew   medium  ,-1
2012,2012,2012,1.25e+18,1.25e+18,1587670000000.0,23-04-2020 23:58,530,,"Corona Updates.
#corona #coronavirus #sadahaqnews #sadahaq #saaddahaq #saaddahaqnews #media pic.twitter.com/100RMFv938","['#corona', '#coronavirus', '#sadahaqnews', '#sadahaq', '#saaddahaq', '#saaddahaqnews', '#media']",[],2729000684.0,2729000684.0,sadahaqnews,SAADDA HAQ,4,23,https://twitter.com/sadahaqnews/status/1253390373113618432,False,4,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '2729000684', 'username': 'sadahaqnews'}]",,,,,corona   updat   corona   coronaviru   sadahaqnew   sadahaq   saaddahaq   saaddahaqnew   medium  ,-1
2124,2124,2124,1.25e+18,1.25e+18,1587670000000.0,23-04-2020 23:37,530,,"à¤à¤à¤°à¤¨à¥à¤ à¤ªà¤° à¤à¤ à¤à¥ à¤¸à¤¬à¤¸à¥ à¤à¥à¤¬à¤¸à¥à¤°à¤¤ à¤¤à¤¸à¥à¤µà¥à¤° We salute to all the Doctors, Nurses health workers, sanitary workers media and police for fighting against corona @DC_Ranchi @HemantSorenJMM #Police #media pic.twitter.com/HiGBLfdm5R","['#police', '#media']",[],1.08e+18,1.08e+18,ursdivine,Israr Haque,4,23,https://twitter.com/ursdivine/status/1253385070347341824,False,1,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '1081996332347224064', 'username': 'ursdivine'}, {'user_id': '895545034212114432', 'username': 'DC_Ranchi'}, {'user_id': '951457762835337217', 'username': 'HemantSorenJMM'}]",,,,,salut   doctor   nurs   health   worker   sanitari   worker   medium   polic   fight   corona   polic   medium  ,1
1175,1175,1175,1.25e+18,1.25e+18,1587490000000.0,21-04-2020 23:56,530,,"To whomsoever it may concern,
I'm a finalyear student, due to this pandemic my job offer has been withdrawn, the reason is ""uncertain economic future"" I agree it's tough time going on, but it's not fair to withdraw the job offer help the students
#justice
#employment
#jobsecurity","['#justice', '#employment', '#jobsecurity']",[],1.13e+18,1.13e+18,RajasSurve1,Rajas Surve,2,23,https://twitter.com/RajasSurve1/status/1252664909596200960,False,0,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '1127643498281181184', 'username': 'RajasSurve1'}]",,,,,whomsoev   may   concern   finalyear   student   due   pandem   job   offer   withdrawn   reason   uncertain   econom   futur   agre   tough   time   go   fair   withdraw   job   offer   help   student   justic   employ   jobsecur  ,1
1903,1903,1903,1.25e+18,1.25e+18,1587580000000.0,22-04-2020 23:03,530,,2/2 & I hope all respected international #Donors after the #virus should work more on our #Agriculture & #Industries which will create employment & will fulfill our own needs by ourslef to avoid any future #pandemic problems. @giz_gmbh @ilo @USAIDAfghan @USAmbKabul @GermanAmbAFG,"['#donors', '#virus', '#agriculture', '#industries', '#pandemic']",[],8.51e+17,8.51e+17,safi1643,Safi Moqim,3,23,https://twitter.com/safi1643/status/1253014034397495296,False,1,2,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '850931303222435840', 'username': 'safi1643'}, {'user_id': '22039274', 'username': 'giz_gmbh'}, {'user_id': '364761686', 'username': 'ilo'}, {'user_id': '138658724', 'username': 'USAIDAfghan'}, {'user_id': '1206884714', 'username': 'USAmbKabul'}, {'user_id': '1035966252450242560', 'username': 'GermanAmbAFG'}]",,,,,hope   respect   intern   donor   viru   work   agricultur   industri   creat   employ   fulfil   need   ourslef   avoid   futur   pandem   problem  ,1
799,799,799,1.25e+18,1.25e+18,1587410000000.0,20-04-2020 23:53,530,,"WTI May contract trading negative. We are witnessing history. #OilPrices
WTI Crude just went to 99 cents. Less then a $1...... #pandemic #economy #OilPrice pic.twitter.com/iDIzubmkNJ","['#oilprices', '#pandemic', '#economy', '#oilprice']",[],2269047601.0,2269047601.0,murtaza_bozdar,Ali Murtaza Bozdar #StayHomeSaveLives,1,23,https://twitter.com/murtaza_bozdar/status/1252301927137906688,False,0,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '2269047601', 'username': 'murtaza_bozdar'}]",,,,,wti   may   contract   trade   neg   wit   histori   oilpric   wti   crude   went   cent   le   pandem   economi   oilpric  ,-1
808,808,808,1.25e+18,1.25e+18,1587410000000.0,20-04-2020 23:51,530,,"WTI May contract trading negative. We are witnessing history. #OilPrices
WTI Crude just went to 99 cents. Less then a $1...... #pandemic #economy #OilPrice pic.twitter.com/LG0gonLgUR","['#oilprices', '#pandemic', '#economy', '#oilprice']",[],2269047601.0,2269047601.0,murtaza_bozdar,Ali Murtaza Bozdar #StayHomeSaveLives,1,23,https://twitter.com/murtaza_bozdar/status/1252301494172426245,False,0,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '2269047601', 'username': 'murtaza_bozdar'}]",,,,,wti   may   contract   trade   neg   wit   histori   oilpric   wti   crude   went   cent   le   pandem   economi   oilpric  ,-1
842,842,842,1.25e+18,1.25e+18,1587410000000.0,20-04-2020 23:43,530,,"At this rate the Saudis will find a cure.
Winter has finally come.

#corona #OilPrices #CoronaWillEndSoon https://twitter.com/business/status/1252293838795878400Â â¦","['#corona', '#oilprices', '#coronawillendsoon']",[],147870698.0,147870698.0,RainaShohit,Shohit R Raina,1,23,https://twitter.com/RainaShohit/status/1252299486325424128,False,0,0,0,https://twitter.com/business/status/1252293838795878400,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '147870698', 'username': 'RainaShohit'}]",,,,,rate   saudi   find   cure   winter   final   come   corona   oilpric   coronawillendsoon  ,0
