,Unnamed: 0,Unnamed: 0.1,id,conversation_id,created_at,date,timezone,place,text,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest,tweet,labels
1051,1051,1051,1.26317e+18,1.26317e+18,1590000000000.0,20-05-2020 23:37,530,,What's going on in India when number of #corona case less in India #governmentofindia announced completely lockdown and when the cases exceed the numbers in lakhs #GOI opens everything..I think government didn't care about the #humanspecies they only think about the #economy ....,"['#corona', '#governmentofindia', '#goi', '#humanspecies', '#economy']",[],4356275478.0,4356275478.0,Piyush_verma_,Piyush verma (mona),3,23,https://twitter.com/Piyush_verma_/status/1263169426649571328,False,3,0,1,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '4356275478', 'username': 'Piyush_verma_'}]",,,,,go   india   number   corona   case   le   india   governmentofindia   announc   complet   lockdown   case   exceed   number   lakh   goi   open   everyth   think   govern   care   humanspeci   think   economi  ,-1
1119,1119,1119,1.26316e+18,1.26316e+18,1590000000000.0,20-05-2020 23:18,530,,"âThe pandemic has negatively impacted peopleâs #health, the #economy, and the already fragile #energy system, and the only viable response that can address all 3 aspects is harnessing the full power of #renewableenergyâ â HE Dr. Al Zeyoudi @_AfricanUnion @IRENA pic.twitter.com/c5A92FcQYc","['#health', '#economy', '#energy', '#renewableenergy']",[],385843634.0,385843634.0,MoCCaEUAE,MoCCAE,3,23,https://twitter.com/MoCCaEUAE/status/1263164633222971394,False,16,1,7,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '385843634', 'username': 'MoCCaEUAE'}, {'user_id': '145935897', 'username': '_AfricanUnion'}, {'user_id': '1926360631', 'username': 'IRENA'}]",,,,,pandem   neg   impact   peopl   health   economi   alreadi   fragil   energi   system   viabl   respons   address   aspect   har   full   power   renewableenergi   dr   al   zeyoudi  ,-1
2789,2789,2789,1.26386e+18,1.26386e+18,1590160000000.0,22-05-2020 21:07,530,,"From drought to floods, to the #COVIDã¼19 pandemic and #lockdown, it's not been a good year for the crushing season.

#sugarcane #sugarmills #agriculture #farmers #economy #Maharashtra @AgriGoI @CMOMaharashtra https://twitter.com/anvitasri/status/1263832164946210818Â â¦","['#covidã¼19', '#lockdown', '#sugarcane', '#sugarmills', '#agriculture', '#farmers', '#economy', '#maharashtra']",[],2320526888.0,2320526888.0,prajaktajoshi19,Prajakta Joshi,5,21,https://twitter.com/prajaktajoshi19/status/1263856621429690369,False,1,0,0,https://twitter.com/anvitasri/status/1263832164946210818,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '2320526888', 'username': 'prajaktajoshi19'}, {'user_id': '1461447398', 'username': 'AgriGoI'}, {'user_id': '2597666894', 'username': 'CMOMaharashtra'}]",,,,,drought   flood   covid   pandem   lockdown   good   year   crush   season   sugarcan   sugarmil   agricultur   farmer   economi   maharashtra  ,-1
1004,1004,1004,1.26317e+18,1.26317e+18,1590000000000.0,20-05-2020 23:57,530,,"Watch my latest video on Recession due to Covid-19.
#Covid_19 #coronavirus #recession2020 #jobsearch #jobless #YouTube #Video #VideoViral #viralvideo #HumanResources #hiring #HIRINGNOW 
Watch full video here  https://youtu.be/oMXtnEZEX1cÂ   pic.twitter.com/35fSWgbczo pic.twitter.com/F68opZk91N","['#covid_19', '#coronavirus', '#recession2020', '#jobsearch', '#jobless', '#youtube', '#video', '#videoviral', '#viralvideo', '#humanresources', '#hiring', '#hiringnow']",[],1.26084e+18,1.26084e+18,FitnessKtd,KTD World,3,23,https://twitter.com/FitnessKtd/status/1263174545944576000,False,0,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '1260841009933545472', 'username': 'FitnessKtd'}]",,,,,watch   latest   video   recess   due   covid   covid   coronaviru   recess   jobsearch   jobless   youtub   video   videovir   viralvideo   humanresourc   hire   hiringnow   watch   full   video  ,-1
1205,1205,1205,1.26316e+18,1.26316e+18,1590000000000.0,20-05-2020 22:52,530,,How #Corona turned somebodyâs life track and now forced into do like this kind of tuff job..! #Report #Mumbai #labour #work #jobsearch @mumbaitak @TanushreePande @sahiljoshii https://twitter.com/sardesairajdeep/status/1263117331682582528Â â¦,"['#corona', '#report', '#mumbai', '#labour', '#work', '#jobsearch']",[],1487553457.0,1487553457.0,AdriftRider,Prashanth Bhat (AdriftRider),3,22,https://twitter.com/AdriftRider/status/1263158227350556674,False,0,0,0,https://twitter.com/sardesairajdeep/status/1263117331682582528,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '1487553457', 'username': 'AdriftRider'}, {'user_id': '944460562540273664', 'username': 'mumbaitak'}, {'user_id': '2559281330', 'username': 'TanushreePande'}, {'user_id': '107646921', 'username': 'sahiljoshii'}]",,,,,corona   turn   somebodi   life   track   forc   like   kind   tuff   job   report   mumbai   labour   work   jobsearch  ,-1
1004,1004,1004,1.26317e+18,1.26317e+18,1590000000000.0,20-05-2020 23:57,530,,"Watch my latest video on Recession due to Covid-19.
#Covid_19 #coronavirus #recession2020 #jobsearch #jobless #YouTube #Video #VideoViral #viralvideo #HumanResources #hiring #HIRINGNOW 
Watch full video here  https://youtu.be/oMXtnEZEX1cÂ   pic.twitter.com/35fSWgbczo pic.twitter.com/F68opZk91N","['#covid_19', '#coronavirus', '#recession2020', '#jobsearch', '#jobless', '#youtube', '#video', '#videoviral', '#viralvideo', '#humanresources', '#hiring', '#hiringnow']",[],1.26084e+18,1.26084e+18,FitnessKtd,KTD World,3,23,https://twitter.com/FitnessKtd/status/1263174545944576000,False,0,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '1260841009933545472', 'username': 'FitnessKtd'}]",,,,,watch   latest   video   recess   due   covid   covid   coronaviru   recess   jobsearch   jobless   youtub   video   videovir   viralvideo   humanresourc   hire   hiringnow   watch   full   video  ,-1
2406,2406,2406,1.26388e+18,1.26388e+18,1590170000000.0,22-05-2020 22:46,530,,"GMC Hummer EV uncover delayed due to COVID-19

Browse  http://www.ealmihtig.comÂ  to check the details of the first ever electric SUV

#electric #automobile #car #ealmihtig #futurecars #cars #carsofinstagram #instacar #speedâ¦  https://www.instagram.com/p/CAf4lPxDtAu/?igshid=xv9b9vdofvoaÂ â¦","['#electric', '#automobile', '#car', '#ealmihtig', '#futurecars', '#cars', '#carsofinstagram', '#instacar', '#speed']",[],1.10652e+18,1.10652e+18,ealmihtig,Vinay Sharma,5,22,https://twitter.com/ealmihtig/status/1263881406247243776,False,1,0,1,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '1106516494748250112', 'username': 'ealmihtig'}]",,,,,gmc   hummer   ev   uncov   delay   due   covid   brows   check   detail   first   ever   electr   suv   electr   automobil   car   ealmihtig   futurecar   car   carsofinstagram   instacar   speed  ,0
5107,5107,5107,1.26533e+18,1.26533e+18,1590510000000.0,26-05-2020 22:24,530,,"Is @TataMotors @RNTata2000  offline in this lockdown...??? 

#automobile #COVID__19 #consumeraffairs #laddakh https://twitter.com/YogeshG97380334/status/1264872189570015232Â â¦","['#automobile', '#covid__19', '#consumeraffairs', '#laddakh']",[],9.23207e+17,9.23207e+17,YogeshG97380334,Yogesh Gupta,2,22,https://twitter.com/YogeshG97380334/status/1265325363598516224,False,0,1,0,https://twitter.com/YogeshG97380334/status/1264872189570015232,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '923207134166372357', 'username': 'YogeshG97380334'}, {'user_id': '727662488', 'username': 'TataMotors'}, {'user_id': '277434037', 'username': 'RNTata2000'}]",,,,,offlin   lockdown   automobil   covid   consumeraffair   laddakh  ,-1
2601,2601,2601,1.26387e+18,1.26387e+18,1590160000000.0,22-05-2020 21:49,530,,ð»Want more Sales and Leads for your Business or want to create your Brand Awareness?ð²Grow your Business during Lockdown with your Business Website.HURRY UP!CONTACT USð#StaySafe #StayHealty #websitedesigningdelhi #businessneeds #websitedesigningservices #delhibusiness #website pic.twitter.com/OYiYB7bTar,"['#staysafe', '#stayhealty', '#websitedesigningdelhi', '#businessneeds', '#websitedesigningservices', '#delhibusiness', '#website']",[],1.23198e+18,1.23198e+18,digiitsolution,Digi IT Solution,5,21,https://twitter.com/digiitsolution/status/1263867107852218369,False,0,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '1231976461197701120', 'username': 'digiitsolution'}]",,,,,want   sale   lead   busi   want   creat   brand   awar   grow   busi   lockdown   busi   websit   hurri   contact   u   staysaf   stayhealti   websitedesigningdelhi   businessne   websitedesigningservic   delhibusi   websit  ,0
3984,3984,3984,1.26458e+18,1.26458e+18,1590330000000.0,24-05-2020 21:09,530,,"Eid Mubarak!
.
.
.
.
.
.
.
.

Lockdown Time.
.
.
.
.
#ramadan2020 #instagood #instadaily #insta #followforfollowback #followers #instafollow #blogger #business #publicrelations #eventplanner #publicfigure #todayâ¦  https://www.instagram.com/p/CAk3Fd4p4Bp/?igshid=yh2rk021yipcÂ â¦","['#ramadan2020', '#instagood', '#instadaily', '#insta', '#followforfollowback', '#followers', '#instafollow', '#blogger', '#business', '#publicrelations', '#eventplanner', '#publicfigure', '#today']",[],436665875.0,436665875.0,sameer_svhyd,Sameer Sheikh,7,21,https://twitter.com/sameer_svhyd/status/1264581805065285636,False,1,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '436665875', 'username': 'sameer_svhyd'}]",,,,,eid   mubarak   lockdown   time   ramadan   instagood   instadaili   insta   followforfollowback   follow   instafollow   blogger   busi   publicrel   eventplann   publicfigur   today  ,1
4541,4541,4541,1.26496e+18,1.26496e+18,1590420000000.0,25-05-2020 21:59,530,,"To create awareness about  health business economy and living for 1000 of  our  hardworking citizens.

STAY TUNED 
 https://instagram.com/theyaha_events?igshid=gy1fff9qlralÂ â¦
FOLLOW @TheyahaE
#India #punekar #Maharashtra #eidmubarak2020 #people #mondaythoughts #lockdown #businessgrowth #Modi #legends #positivity pic.twitter.com/HDynzf3Mtj","['#india', '#punekar', '#maharashtra', '#eidmubarak2020', '#people', '#mondaythoughts', '#lockdown', '#businessgrowth', '#modi', '#legends', '#positivity']",[],1.17826e+18,1.17826e+18,TheyahaE,Theyaha_events,1,21,https://twitter.com/TheyahaE/status/1264956838581342208,False,2,0,2,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '1178264142320267265', 'username': 'TheyahaE'}]",,,,,creat   awar   health   busi   economi   live   hardwork   citizen   stay   tune   follow   india   punekar   maharashtra   eidmubarak   peopl   mondaythought   lockdown   businessgrowth   modi   legend   posit  ,-1
5263,5263,5263,1.26532e+18,1.26532e+18,1590510000000.0,26-05-2020 21:48,530,,"People are more distressed ð¤¯ due to immediate #health impacts of COVID-19,including
â¹ï¸ Physical/social isolation
â¹ï¸ #Fear of #businessloss
ð Loss of near & dear ones
ð #unemployment 
Govt needs urgently focus for mental health to prevent  increase in mental health condition  https://twitter.com/anandmahindra/status/1264851749422202880Â â¦ pic.twitter.com/RK8NgZeat9","['#health', '#fear', '#businessloss', '#unemployment']",[],102003385.0,102003385.0,tsareshwala,Talha Sareshwala,2,21,https://twitter.com/tsareshwala/status/1265316361737252867,False,0,0,1,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '102003385', 'username': 'tsareshwala'}]",,,,,peopl   distress   due   immedi   health   impact   covid   includ   physic   social   isol   fear   businessloss   loss   near   dear   one   unemploy   govt   need   urgent   focu   mental   health   prevent   increas   mental   health   condit  ,1
5574,5574,5574,1.2657e+18,1.2657e+18,1590600000000.0,27-05-2020 23:14,530,,"#icantbreathe #wednesdaymorning #coronavirus #MotivationalQuotes #Motivation #business #Covid_19 #Corona 

Don't wait to be perfect, Start taking actions  pic.twitter.com/gub1bJHgBL","['#icantbreathe', '#wednesdaymorning', '#coronavirus', '#motivationalquotes', '#motivation', '#business', '#covid_19', '#corona']",[],154743455.0,154743455.0,tauseef786hasan,Tauseefpro,3,23,https://twitter.com/tauseef786hasan/status/1265700374188634112,False,0,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '154743455', 'username': 'tauseef786hasan'}]",,,,,icantbreath   wednesdaymorn   coronaviru   motivationalquot   motiv   busi   covid   corona   wait   perfect   start   take   action  ,0
6137,6137,6137,1.26607e+18,1.26599e+18,1590690000000.0,28-05-2020 23:53,530,,"In @Navsari corona cases rising. 
Proper screening of people coming from out of Navsari should be followed.

Y harass the local people without their fault . #BusinessLoss

Till yesterday i was promoting #stoptargetinggujarat
Nw i think
#GujaratModelFailed https://twitter.com/Neel_AOL/status/1265957512072671233?s=19Â â¦","['#businessloss', '#stoptargetinggujarat', '#gujaratmodelfailed']",[],9.30453e+17,9.30453e+17,Neel_AOL,Neel Sanatani,4,23,https://twitter.com/Neel_AOL/status/1266072516432281602,False,0,0,0,https://twitter.com/Neel_AOL/status/1265957512072671233,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '930453047452434437', 'username': 'Neel_AOL'}, {'user_id': '627355202', 'username': 'vijayrupanibjp'}, {'user_id': '8955132', 'username': 'Navsari'}]",,,,,corona   case   rise   proper   screen   peopl   come   navsari   follow   harass   local   peopl   without   fault   businessloss   till   yesterday   promot   stoptargetinggujarat   nw   think   gujaratmodelfail  ,-1
6454,6454,6454,1.26605e+18,1.26605e+18,1590680000000.0,28-05-2020 22:12,530,,"DAY 0â£4â£
21 Powerful âI am Statements âfor next 21 days to build a great Habit....because You are What You Think ð and How You Think ð¤ Daily !!
#ActionCOACH #vishalchavan #vishalchavanbusinessoaching #actioncoachindia #onlinemeeting #bevocalforlocals #lockdown #businessinsider pic.twitter.com/V53KucDfwY","['#actioncoach', '#vishalchavan', '#vishalchavanbusinessoaching', '#actioncoachindia', '#onlinemeeting', '#bevocalforlocals', '#lockdown', '#businessinsider']",[],1.22032e+18,1.22032e+18,businesscoachvc,Vishal Chavan,4,22,https://twitter.com/businesscoachvc/status/1266047273538064384,False,0,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '1220321495169323010', 'username': 'businesscoachvc'}]",,,,,day   power   statement   next   day   build   great   habit   think   think   daili   actioncoach   vishalchavan   vishalchavanbusinessoach   actioncoachindia   onlinemeet   bevocalforloc   lockdown   businessinsid  ,1
7820,7820,7820,1.26677e+18,1.26677e+18,1590860000000.0,30-05-2020 22:10,530,,"DAY 0â£6â£
21 Powerful âI am Statements âfor next 21 days to build a great Habit....because You are What You Think ð and How You Think ð¤ Daily! 
#ActionCOACH #vishalchavan #actioncoachindia #webinar #businessinsider #businessgoals #bevocalforlocals #lockdown #IndiaFightsCorona pic.twitter.com/Qf3cDvjVa2","['#actioncoach', '#vishalchavan', '#actioncoachindia', '#webinar', '#businessinsider', '#businessgoals', '#bevocalforlocals', '#lockdown', '#indiafightscorona']",[],1.22032e+18,1.22032e+18,businesscoachvc,Vishal Chavan,6,22,https://twitter.com/businesscoachvc/status/1266771581763833856,False,0,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '1220321495169323010', 'username': 'businesscoachvc'}]",,,,,day   power   statement   next   day   build   great   habit   think   think   daili   actioncoach   vishalchavan   actioncoachindia   webinar   businessinsid   businessgo   bevocalforloc   lockdown   indiafightscorona  ,1
