,Unnamed: 0,id,conversation_id,created_at,date,timezone,place,tweet,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest,tweet,labels
10,10,1244330877565321216,1244320688984313862,1585506574000,2020-03-29 23:59:34,530,,some psychos r still selling Kerala model in the name of more tests are getting done so show more Corona positive cases r reported,[],[],922520136761851904,922520136761851904,sanjeev105407,Sanjeev,7,23,https://twitter.com/sanjeev105407/status/1244330877565321216,False,4,0,1,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '922520136761851904', 'username': 'sanjeev105407'}, {'user_id': '1060713474', 'username': 'SmokingSkills_'}, {'user_id': '438525539', 'username': 'Being_Humor'}]",,,,,psycho   r   still   sell   kerala   model   name   test   get   done   show   corona   posit   case   r   report  ,1
11,11,1244330874734166018,1244330874734166018,1585506573000,2020-03-29 23:59:33,530,,"Defy Corona By Defying Incapacity,, log on to this page for Corona related useful information.
 https://sites.google.com/view/defying-covid19/home?authuser=0 …",[],[],1354726560,1354726560,shuja5haider12,شجاع حیدر,7,23,https://twitter.com/shuja5haider12/status/1244330874734166018,False,2,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '1354726560', 'username': 'shuja5haider12'}]",,,,,defi   corona   defi   incapac   log   page   corona   relat   use   inform   http   site   googl      view   defi   covid   home   authus  ,-1
12,12,1244330846712037377,1244072340587188224,1585506567000,2020-03-29 23:59:27,530,,"For Delhi, the need is Article 356,because Lockdown means Lockdown.Delhi Govt. to Compel the employers to support the workers & stop sending them.
For Rahulji, we request him to take rest, Ajay Maken may be asked to take charge & cooperate with the govt. during this crisis period",[],[],79149089,79149089,soumitradg,Soumitra Dasgupta,7,23,https://twitter.com/soumitradg/status/1244330846712037377,False,0,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '79149089', 'username': 'soumitradg'}, {'user_id': '258963979', 'username': 'kapskom'}]",,,,,delhi   need   articl   lockdown   mean   lockdown   delhi   govt   pel   employ   support   worker   stop   send   rahulji   request   take   rest   ajay   maken   may   ask   take   charg   cooper   govt   crisi   period  ,1
13,13,1244330844585484288,1244330844585484288,1585506566000,2020-03-29 23:59:26,530,,All politicians  of India  must donate one lakh rupees to corona relief fund,[],[],1212926050411278336,1212926050411278336,TiwariAnupam3,Tiwari Anupam,7,23,https://twitter.com/TiwariAnupam3/status/1244330844585484288,False,1,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '1212926050411278336', 'username': 'TiwariAnupam3'}]",,,,,politician   india   must   donat   one   lakh   rupe   corona   relief   fund  ,0
14,14,1244330830928818176,1244330830928818176,1585506563000,2020-03-29 23:59:23,530,,"PM @narendramodi requested with folded hands to the entire nation to support #lockdown for their own health & safety.
Have you ever see any PM who is requesting the country and moreover saying “sorry” for difficulties that people are facing. 
Salute Sir,We will win #IndiaWithModi","['#lockdown', '#indiawithmodi']",[],114666369,114666369,AdityaTrivedi_,Aditya Trivedi,7,23,https://twitter.com/AdityaTrivedi_/status/1244330830928818176,False,1823,24,374,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '114666369', 'username': 'AdityaTrivedi_'}, {'user_id': '18839785', 'username': 'narendramodi'}]",,,,,pm   request   fold   hand   entir   nation   support   lockdown   health   safeti   ever   see   pm   request   countri   moreov   say   sorri   difficulti   peopl   face   salut   sir   win   indiawithmodi  ,-1
15,15,1244330768710733824,1244330768710733824,1585506548000,2020-03-29 23:59:08,530,,"""Logon ka toh kaam hai bolna"" What not our govt has done and is doing to save us from Corona,still there are some trying to question the department and trying to find the loopholes.",[],[],160812862,160812862,Ishneet_Kaur,Ishneet Kaur,7,23,https://twitter.com/Ishneet_Kaur/status/1244330768710733824,False,1,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '160812862', 'username': 'Ishneet_Kaur'}]",,,,,logon   ka   toh   kaam   hai   bolna   govt   done   save   u   corona   still   tri   question   depart   tri   find   loophol  ,-1
16,16,1244330724058001409,1244330724058001409,1585506537000,2020-03-29 23:58:57,530,,Canada is not taking seriously .Plz apply the strategy of Mr Modi to combat this pandemic.Shutdown only step to combat corna spread.... canada. Otherwise you can see this in itly or USA Spain. These countries was not taking seriously..  https://twitter.com/JustinTrudeau/status/1244282267914166273 …,[],[],350328715,350328715,navinbahri,Rekha fashion,7,23,https://twitter.com/navinbahri/status/1244330724058001409,False,0,0,0,https://twitter.com/JustinTrudeau/status/1244282267914166273,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '350328715', 'username': 'navinbahri'}]",,,,,canada   take   serious   plz   appli   strategi   mr   modi   bat   pandem   shutdown   step   bat   corna   spread   canada   otherwis   see   itli   usa   spain   countri   take   serious   http   twitter      justintrudeau   statu  ,-1
17,17,1244330678549753856,1244330678549753856,1585506526000,2020-03-29 23:58:46,530,,So important in this unusual time of a pandemic is to talk about #mentalhealth .... isolation is a big trigger .... and the feeling g of helplessness is spreading like wildfire .... social isolation does not and should not translate to emotional isolation. https://twitter.com/ndtv/status/1244275585561399296 …,['#mentalhealth'],[],33126290,33126290,preetichandra,preeti chandra,7,23,https://twitter.com/preetichandra/status/1244330678549753856,False,1,0,0,https://twitter.com/ndtv/status/1244275585561399296,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '33126290', 'username': 'preetichandra'}]",,,,,import   unusu   time   pandem   talk   mentalhealth   isol   big   trigger   feel   g   helpless   spread   like   wildfir   social   isol   translat   emot   isol   http   twitter      ndtv   statu  ,-1
18,18,1244330677140516864,1244330677140516864,1585506526000,2020-03-29 23:58:46,530,,"Can some one ever imagine that your city too can become a problem !!

@corona #cityname #CoronaPandemie #coronavirus #BeResponsible #BreakTheChain https://twitter.com/ANINewsUP/status/1244238164891328512 …","['#cityname', '#coronapandemie', '#coronavirus', '#beresponsible', '#breakthechain']",[],72519825,72519825,BhavnaUpadhya,Bhavna Upadhya,7,23,https://twitter.com/BhavnaUpadhya/status/1244330677140516864,False,0,0,0,https://twitter.com/ANINewsUP/status/1244238164891328512,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '72519825', 'username': 'BhavnaUpadhya'}, {'user_id': '289900457', 'username': 'corona'}]",,,,,one   ever   imagin   citi   be   problem   citynam   coronapandemi   coronaviru   berespons   breakthechain   http   twitter      aninewsup   statu  ,-1
19,19,1244330619586269184,1244330619586269184,1585506512000,2020-03-29 23:58:32,530,,@CMOMaharashtra @OfficeofUT @AUThackeray @CPMumbaiPolice @PMOIndia @narendramodi @mnsadhikrut @ShivSena Can you please help him ? He looks really needy.  https://www.facebook.com/100002505807514/posts/2856295041130661/?sfnsn=wiwspwa&d=w&vh=i&extid=3bteG3EdUckzTRGl … #AskZee #coronavirus #CoronavirusLockdown,"['#askzee', '#coronavirus', '#coronaviruslockdown']",[],1131116138538995714,1131116138538995714,BhartiSahyog,kashmiri Pandit,7,23,https://twitter.com/BhartiSahyog/status/1244330619586269184,False,0,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '1131116138538995714', 'username': 'BhartiSahyog'}, {'user_id': '2597666894', 'username': 'CMOMaharashtra'}, {'user_id': '1144169755672113155', 'username': 'OfficeofUT'}, {'user_id': '1606048885', 'username': 'AUThackeray'}, {'user_id': '4575856758', 'username': 'CPMumbaiPolice'}, {'user_id': '471741741', 'username': 'PMOIndia'}, {'user_id': '18839785', 'username': 'narendramodi'}, {'user_id': '1598146819', 'username': 'mnsadhikrut'}, {'user_id': '262488658', 'username': 'ShivSena'}]",,,,,pleas   help   look   realli   needi   http   ww   facebook      post   sfnsn   wiwspwa   w   vh   extid   btegeduckztrgl   askze   coronaviru   coronaviruslockdown  ,-1
20,20,1244330615144472576,1244330615144472576,1585506511000,2020-03-29 23:58:31,530,,"Already seeing many posts and predictions over what will be the condition of the #World after we are done with this #Coronavirus pandemic.

People are mostly talking about a dwindling #globaleconomy and human beings in dire consequences. https://www.linkedin.com/posts/rajdeepbhattacharyakolkata_world-coronavirus-globaleconomy-activity-6650095552698646528-zEeE …","['#world', '#coronavirus', '#globaleconomy']",[],25102432,25102432,Rajdeepmadeeasy,Rajdeep Bhattacharya,7,23,https://twitter.com/Rajdeepmadeeasy/status/1244330615144472576,False,0,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '25102432', 'username': 'Rajdeepmadeeasy'}]",,,,,alreadi   see   mani   post   predict   condit   world   done   coronaviru   pandem   peopl   mostli   talk   dwindl   globaleconomi   human   be   dire   consequ   http   ww   linkedin      post   rajdeepbhattacharyakolkata   world   coronaviru   globaleconomi   activ   zee  ,-1
21,21,1244330593070039041,1244330593070039041,1585506506000,2020-03-29 23:58:26,530,,"Please Follow Lockdown Rules.
.
.
#lockdown2020 #lockdown #beathome #besafe #corona #coronavirus #covid_19 #covid #china #italy #spain #germany #india #pakistan #indore #indonesia #brazil #america #usa #countryliving…  https://www.instagram.com/p/B-U95gTlbeN/?igshid=9rf9j45288qk …","['#lockdown2020', '#lockdown', '#beathome', '#besafe', '#corona', '#coronavirus', '#covid_19', '#covid', '#china', '#italy', '#spain', '#germany', '#india', '#pakistan', '#indore', '#indonesia', '#brazil', '#america', '#usa', '#countryliving']",[],1100369099790536704,1100369099790536704,mrrightrg,Mandeep Singh,7,23,https://twitter.com/mrrightrg/status/1244330593070039041,False,0,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '1100369099790536704', 'username': 'mrrightrg'}]",,,,,pleas   follow   lockdown   rule   lockdown   lockdown   beathom   besaf   corona   coronaviru   covid   covid   china   itali   spain   germani   india   pakistan   indor   indonesia   brazil   america   usa   countryliv   http   ww   instagram      p   b   ugtlben   igshid   rfjqk  ,1
22,22,1244330538237710337,1244330538237710337,1585506493000,2020-03-29 23:58:13,530,,Total #Coronavirus positive cases in Telangana stand at 70 including one discharged and one death: Telangana Health Department.,['#coronavirus'],[],1243104813371424768,1243104813371424768,COVID19UPDATE18,COVID19 - INDIA,7,23,https://twitter.com/COVID19UPDATE18/status/1244330538237710337,False,0,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '1243104813371424768', 'username': 'COVID19UPDATE18'}]",,,,,total   coronaviru   posit   case   telangana   stand   includ   one   discharg   one   death   telangana   health   depart  ,-1
23,23,1244330454901194754,1244330454901194754,1585506473000,2020-03-29 23:57:53,530,,Seeing #Contagion on @PrimeVideo now! Eerie!!!! Eerily prognostic of what #coronavirus is doing to the world today! Watch n learn... cannot even imagine the post-Corona world...,"['#contagion', '#coronavirus']",[],14112577,14112577,rachitg,Rachit Garg 🇮🇳,7,23,https://twitter.com/rachitg/status/1244330454901194754,False,0,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '14112577', 'username': 'rachitg'}, {'user_id': '17220817', 'username': 'PrimeVideo'}]",,,,,see   contagion   eeri   eerili   prognost   coronaviru   world   today   watch   n   learn   can   not   even   imagin   post   corona   world  ,-1
24,24,1244330420256288768,1244330420256288768,1585506465000,2020-03-29 23:57:45,530,,"Please start #Shaktimam Public demand.
There are lots of children in india not stayed home if you start this program #Shaktiman lots of childrens staying at home so please think on it.
Thank you.

#COVID2019india
#coronavirusindia
#Covid_19
#StayHomeStaySafe
#LetsFightCorona https://twitter.com/DDNational/status/1244327211085094912 …","['#shaktimam', '#shaktiman', '#covid2019india', '#coronavirusindia', '#covid_19', '#stayhomestaysafe', '#letsfightcorona']",[],356041098,356041098,Gajanan_Raje,ADV GAjANAN BHOSLE (ॲड गजानन भोसले),7,23,https://twitter.com/Gajanan_Raje/status/1244330420256288768,False,0,1,0,https://twitter.com/DDNational/status/1244327211085094912,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '356041098', 'username': 'Gajanan_Raje'}]",,,,,pleas   start   shaktimam   public   demand   lot   child   india   stay   home   start   program   shaktiman   lot   children   stay   home   pleas   think   thank   covidindia   coronavirusindia   covid   stayhomestaysaf   letsfightcorona   http   twitter      ddnation   statu  ,1
25,25,1244330418838614017,1244330418838614017,1585506465000,2020-03-29 23:57:45,530,,Some things about #Covid_19 #CoronaInPakistan #CoronaUpdate pic.twitter.com/6fcOz1z0dF,"['#covid_19', '#coronainpakistan', '#coronaupdate']",[],140753841,140753841,masim15,Muhammad Aasim,7,23,https://twitter.com/masim15/status/1244330418838614017,False,0,0,1,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '140753841', 'username': 'masim15'}]",,,,,th   covid   coronainpakistan   coronaupd      twitter      fcozzdf  ,0
26,26,1244330337187926016,1244330337187926016,1585506445000,2020-03-29 23:57:25,530,,How many days of lockdown and self isolation for you? #Covid_19 #CoronaLockdown,"['#covid_19', '#coronalockdown']",[],1522894502,1522894502,PurohitAbhinav1,Abhinav Purohit,7,23,https://twitter.com/PurohitAbhinav1/status/1244330337187926016,False,0,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '1522894502', 'username': 'PurohitAbhinav1'}]",,,,,mani   day   lockdown   self   isol   covid   coronalockdown  ,1
27,27,1244330328728068101,1244330328728068101,1585506443000,2020-03-29 23:57:23,530,,"Big news for all Shaktimaan lovers
Our childhood memories will rewind soon😍

अब आएगा असली मजा तो 👌
#Shaktimaan
#Doordarshan
#StayHome
#Covid_19india pic.twitter.com/f79b8TuF1T","['#shaktimaan', '#doordarshan', '#stayhome', '#covid_19india']",[],1005140589237530624,1005140589237530624,oyeeharsh,हarsh 🇮🇳,7,23,https://twitter.com/oyeeharsh/status/1244330328728068101,False,10,3,4,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '1005140589237530624', 'username': 'oyeeharsh'}]",,,,,big   news   shaktimaan   lover   childhood   memori   rewind   soon   shaktimaan   doordarshan   stayhom   covid   india      twitter      fbtuft  ,-1
28,28,1244330295962120193,1244330295962120193,1585506435000,2020-03-29 23:57:15,530,,"BTS comeback 2020: ""Iam alright
Bring the pain on 
YEAH!""
Corona virus : okayy sirrr hold my beer!",[],[],780026507322286080,780026507322286080,PrachiNotDesai,Prachi🥴,7,23,https://twitter.com/PrachiNotDesai/status/1244330295962120193,False,1,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '780026507322286080', 'username': 'PrachiNotDesai'}]",,,,,bt   eback   iam   alright   br   pain   yeah   corona   viru   okayi   sirr   hold   beer  ,0
29,29,1244330264651657216,1243045227750772738,1585506428000,2020-03-29 23:57:08,530,,We should propose that the properties earmarked for the development of Mandir & Masjid and their disciples be acquired to counter the corona wars.,[],[],147620737,147620737,anuphomray,Anup Homray অনুপ হোমরায়,7,23,https://twitter.com/anuphomray/status/1244330264651657216,False,5,1,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '147620737', 'username': 'anuphomray'}, {'user_id': '1161885853636890624', 'username': 'LetusdiscussM'}, {'user_id': '1583435396', 'username': 'royarnab2005'}, {'user_id': '968670936282132480', 'username': 'Ra_shmi_Tweets'}, {'user_id': '988855537', 'username': 'AlamgirTheGreat'}, {'user_id': '827554165060612096', 'username': 'NembuKol'}, {'user_id': '130424630', 'username': 'saileenas'}, {'user_id': '989909505432608768', 'username': 'ComradeMallu'}, {'user_id': '902033775131074560', 'username': 'ngtweets1969'}, {'user_id': '854064936330330113', 'username': 'AmitMukherji15'}, {'user_id': '1019928958928764930', 'username': 'mahuadey20'}, {'user_id': '493941377', 'username': 'India_Resists'}, {'user_id': '118469274', 'username': 'Raj_Shake_Her'}, {'user_id': '19929890', 'username': 'BDUTT'}]",,,,,propos   properti   earmark   develop   mandir   masjid   discipl   acquir   counter   corona   war  ,0
30,30,1244330241042133000,1244330241042133000,1585506422000,2020-03-29 23:57:02,530,,"Beast Relaxing..!!

#quarantine #quarantinelife #beastcars #tatatiago #tiago #cars #carsofinstagram #indiancars #modifiedcars #modified #100kmphofficial #motorbeam #staytunedindia #goodyear #tatacars…  https://www.instagram.com/p/B-U9vSLjG-l/?igshid=qcvfrku3yo4r …","['#quarantine', '#quarantinelife', '#beastcars', '#tatatiago', '#tiago', '#cars', '#carsofinstagram', '#indiancars', '#modifiedcars', '#modified', '#100kmphofficial', '#motorbeam', '#staytunedindia', '#goodyear', '#tatacars']",[],50561401,50561401,iamtabish_,Tabish,7,23,https://twitter.com/iamtabish_/status/1244330241042133000,False,5,0,0,,(corona OR coronavirus OR covid OR pandemic OR lockdown OR quarantine OR covid-19 OR ppe),,"28.5934,77.2223,2000km",,,,,"[{'user_id': '50561401', 'username': 'iamtabish_'}]",,,,,beast   relax   quarantin   quarantinelif   beastcar   tatatiago   tiago   car   carsofinstagram   indiancar   modifiedcar   modifi   kmphoffici   motorbeam   staytunedindia   goodyear   tatacar   http   ww   instagram      p   b   uvsljg   l   igshid   qcvfrkuyor  ,0
